Hit	DB	Accession	Description	Organism	Length	Score(Bits)	Identities(%)	Positives(%)	E()
232	TR	B8NJU1	S-adenosylmethionine synthase OS=Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167) OX=332952 GN=F9C07_8325 PE=3 SV=1	Aspergillus flavus (strain ATCC 200026 / FGSC A1120 / IAM 13836 / NRRL 3357 / JCM 12722 / SRRC 167)	390	1540	75.3	87.1	0.0
233	TR	A0A5N6YMM5	S-adenosylmethionine synthase OS=Aspergillus arachidicola OX=656916 GN=BDV24DRAFT_123200 PE=3 SV=1	Aspergillus arachidicola	390	1540	75.3	87.1	0.0
234	TR	A0A2V5HD36	S-adenosylmethionine synthase OS=Aspergillus violaceofuscus (strain CBS 115571) OX=1450538 GN=BO99DRAFT_346442 PE=3 SV=1	Aspergillus violaceofuscus (strain CBS 115571)	389	1540	75.5	87.4	0.0
235	TR	A0A1Y2FUQ9	S-adenosylmethionine synthase OS=Protomyces lactucae-debilis OX=2754530 GN=BCR37DRAFT_401607 PE=3 SV=1	Protomyces lactucae-debilis	381	1540	78.1	86.8	0.0
236	TR	A0A1L9WW21	S-adenosylmethionine synthase OS=Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094) OX=690307 GN=ASPACDRAFT_42950 PE=3 SV=1	Aspergillus aculeatus (strain ATCC 16872 / CBS 172.66 / WB 5094)	389	1540	75.5	87.4	0.0
237	TR	A0A5N6J2H7	S-adenosylmethionine synthase OS=Aspergillus minisclerotigenes OX=656917 GN=BDV30DRAFT_213083 PE=3 SV=1	Aspergillus minisclerotigenes	390	1540	75.3	87.1	0.0
238	TR	A0A8G1RVE1	S-adenosylmethionine synthase OS=Aspergillus fijiensis CBS 313.89 OX=1448319 GN=BO72DRAFT_458067 PE=3 SV=1	Aspergillus fijiensis CBS 313.89	389	1540	75.5	87.4	0.0
239	TR	Q2U2Q7	S-adenosylmethionine synthase OS=Aspergillus oryzae (strain ATCC 42149 / RIB 40) OX=510516 GN=AO090038000357 PE=3 SV=1	Aspergillus oryzae (strain ATCC 42149 / RIB 40)	390	1540	75.3	87.1	0.0
240	TR	B0CS39	S-adenosylmethionine synthase OS=Laccaria bicolor (strain S238N-H82 / ATCC MYA-4686) OX=486041 GN=LACBIDRAFT_188038 PE=3 SV=1	Laccaria bicolor (strain S238N-H82 / ATCC MYA-4686)	393	1540	76.3	88.7	0.0
241	TR	A0A364LVP7	S-adenosylmethionine synthase OS=Aspergillus flavus OX=5059 GN=BDV35DRAFT_371434 PE=3 SV=1	Aspergillus flavus	390	1540	75.3	87.1	0.0
242	TR	A0A2C5X8M2	S-adenosylmethionine synthase OS=Ceratocystis fimbriata CBS 114723 OX=1035309 GN=eth-1 PE=3 SV=1	Ceratocystis fimbriata CBS 114723	383	1540	77.0	86.4	0.0
243	TR	I7ZRU4	S-adenosylmethionine synthase OS=Aspergillus oryzae (strain 3.042) OX=1160506 GN=Ao3042_09299 PE=3 SV=1	Aspergillus oryzae (strain 3.042)	390	1540	75.3	87.1	0.0
244	TR	A0A5N6ERP7	S-adenosylmethionine synthase OS=Aspergillus novoparasiticus OX=986946 GN=BDV33DRAFT_98692 PE=3 SV=1	Aspergillus novoparasiticus	390	1540	75.3	87.1	0.0
245	TR	A0AAD3TXR5	S-adenosylmethionine synthase OS=Cutaneotrichosporon spelunceum OX=1672016 GN=SAM2 PE=3 SV=1	Cutaneotrichosporon spelunceum	396	1540	77.7	87.4	0.0
246	TR	A0A1S9DJM6	S-adenosylmethionine synthase OS=Aspergillus oryzae OX=5062 GN=OAory_01104320 PE=3 SV=1	Aspergillus oryzae	390	1540	75.3	87.1	0.0
247	TR	A0A0F8B1S2	S-adenosylmethionine synthase OS=Ceratocystis fimbriata f. sp. platani OX=88771 GN=eth-1 PE=3 SV=1	Ceratocystis fimbriata f. sp. platani	383	1540	77.0	86.4	0.0
248	TR	A0A8T8XI21	S-adenosylmethionine synthase OS=Aspergillus japonicus CBS 114.51 OX=1448312 GN=BO86DRAFT_374500 PE=3 SV=1	Aspergillus japonicus CBS 114.51	389	1540	75.5	87.4	0.0
249	TR	D8PSU6	S-adenosylmethionine synthase OS=Schizophyllum commune (strain H4-8 / FGSC 9210) OX=578458 GN=SCHCODRAFT_66073 PE=3 SV=1	Schizophyllum commune (strain H4-8 / FGSC 9210)	391	1539	76.4	87.7	0.0
250	TR	A0A1B7NU83	S-adenosylmethionine synthase OS=Emergomyces africanus OX=1955775 GN=ACJ72_05501 PE=3 SV=1	Emergomyces africanus	390	1539	76.6	86.8	0.0
251	TR	A0A5N7B2P6	S-adenosylmethionine synthase OS=Aspergillus bertholletiae OX=1226010 GN=BDV26DRAFT_265813 PE=3 SV=1	Aspergillus bertholletiae	390	1539	75.3	87.1	0.0
252	TR	A0AB34G3C1	S-adenosylmethionine synthase OS=Purpureocillium lavendulum OX=1247861 GN=metK PE=3 SV=1	Purpureocillium lavendulum	399	1539	76.9	87.4	0.0
253	TR	A0A2J6SYQ5	S-adenosylmethionine synthase OS=Hyaloscypha bicolor E OX=1095630 GN=K444DRAFT_633436 PE=3 SV=1	Hyaloscypha bicolor E	398	1539	76.3	86.6	0.0
254	TR	A0A1L9RVF3	S-adenosylmethionine synthase OS=Aspergillus wentii DTO 134E9 OX=1073089 GN=ASPWEDRAFT_36614 PE=3 SV=1	Aspergillus wentii DTO 134E9	388	1539	76.6	87.1	0.0
255	TR	A0A5N6X072	S-adenosylmethionine synthase OS=Aspergillus sergii OX=1034303 GN=BDV39DRAFT_178677 PE=3 SV=1	Aspergillus sergii	390	1539	75.3	87.1	0.0
256	TR	A0A9P4JCJ0	S-adenosylmethionine synthase OS=Delitschia confertaspora ATCC 74209 OX=1513339 GN=GQ43DRAFT_476029 PE=3 SV=1	Delitschia confertaspora ATCC 74209	397	1538	77.2	86.8	0.0
257	TR	A0A9P5NZJ2	S-adenosylmethionine synthase OS=Gymnopilus junonius OX=109634 GN=CPB84DRAFT_1761174 PE=3 SV=1	Gymnopilus junonius	393	1538	76.8	88.1	0.0
258	TR	A0A150VA91	S-adenosylmethionine synthase OS=Acidomyces richmondensis BFW OX=766039 GN=M433DRAFT_142004 PE=3 SV=1	Acidomyces richmondensis BFW	391	1538	77.0	86.3	0.0
259	TR	A0A9P8MXX4	S-adenosylmethionine synthase OS=Hirsutella rhossiliensis OX=111463 GN=HRG_05872 PE=3 SV=1	Hirsutella rhossiliensis	398	1538	76.9	87.1	0.0
260	TR	A0A2J6PU11	S-adenosylmethionine synthase OS=Hyaloscypha hepaticicola OX=2082293 GN=NA56DRAFT_662148 PE=3 SV=1	Hyaloscypha hepaticicola	400	1538	76.3	86.6	0.0
261	TR	A0A6A6C168	S-adenosylmethionine synthase OS=Zasmidium cellare ATCC 36951 OX=1080233 GN=M409DRAFT_59866 PE=3 SV=1	Zasmidium cellare ATCC 36951	394	1538	75.0	86.6	0.0
262	TR	A0AAD7TXA4	S-adenosylmethionine synthase OS=Trametes cubensis OX=1111947 GN=ONZ51_g4951 PE=3 SV=1	Trametes cubensis	1376	1537	76.3	87.1	0.0
263	TR	A0A5N7CYA7	S-adenosylmethionine synthase OS=Aspergillus pseudonomiae OX=1506151 GN=BDV37DRAFT_262498 PE=3 SV=1	Aspergillus pseudonomiae	390	1537	75.1	87.1	0.0
264	TR	A0A4Q2DMI0	S-adenosylmethionine synthase OS=Candolleomyces aberdarensis OX=2316362 GN=EST38_g5326 PE=3 SV=1	Candolleomyces aberdarensis	392	1537	76.7	88.1	0.0
265	TR	A0A8H4QP36	S-adenosylmethionine synthase OS=Agrocybe pediades OX=84607 GN=D9613_002980 PE=3 SV=1	Agrocybe pediades	393	1537	76.5	87.6	0.0
266	TR	A0A9P9MEB9	S-adenosylmethionine synthase OS=Rhexocercosporidium sp. MPI-PUGE-AT-0058 OX=2042821 GN=BKA65DRAFT_58186 PE=3 SV=1	Rhexocercosporidium sp. MPI-PUGE-AT-0058	392	1537	77.2	86.5	0.0
267	TR	A0A9W8JBI3	S-adenosylmethionine synthase (Fragment) OS=Candolleomyces eurysporus OX=2828524 GN=H1R20_g7109 PE=3 SV=1	Candolleomyces eurysporus	392	1537	76.7	88.1	0.0
268	TR	A0A8H7CHY6	S-adenosylmethionine synthase OS=Mycena venus OX=2733690 GN=MVEN_02034000 PE=3 SV=1	Mycena venus	392	1537	76.6	87.9	0.0
269	TR	A0A1Y2M4U2	S-adenosylmethionine synthase OS=Epicoccum nigrum OX=105696 GN=B5807_04425 PE=3 SV=1	Epicoccum nigrum	396	1537	78.0	86.5	0.0
270	TR	A0A6A6TZA3	S-adenosylmethionine synthase OS=Microthyrium microscopicum OX=703497 GN=BT63DRAFT_418000 PE=3 SV=1	Microthyrium microscopicum	384	1537	76.5	87.3	0.0
271	TR	A0A3N4L1B3	S-adenosylmethionine synthase OS=Morchella conica CCBAS932 OX=1392247 GN=P167DRAFT_604202 PE=3 SV=1	Morchella conica CCBAS932	384	1537	76.8	87.1	0.0
272	TR	A0A0F8VNF0	S-adenosylmethionine synthase OS=Aspergillus ochraceoroseus OX=138278 GN=AOCH_004906 PE=3 SV=1	Aspergillus ochraceoroseus	390	1536	76.8	86.6	0.0
273	TR	A0A2J5HVP8	S-adenosylmethionine synthase OS=Aspergillus taichungensis OX=482145 GN=BDW42DRAFT_168755 PE=3 SV=1	Aspergillus taichungensis	390	1535	76.6	86.1	0.0
274	TR	A0A0D2AF23	S-adenosylmethionine synthase OS=Verruconis gallopava OX=253628 GN=PV09_03426 PE=3 SV=1	Verruconis gallopava	388	1535	77.3	86.3	0.0
275	TR	A0A423XNY9	S-adenosylmethionine synthase OS=Cytospora leucostoma OX=1230097 GN=VPNG_00012 PE=3 SV=1	Cytospora leucostoma	395	1535	76.9	87.4	0.0
276	TR	A1CQ53	S-adenosylmethionine synthase OS=Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107) OX=344612 GN=ACLA_024900 PE=3 SV=1	Aspergillus clavatus (strain ATCC 1007 / CBS 513.65 / DSM 816 / NCTC 3887 / NRRL 1 / QM 1276 / 107)	387	1535	76.4	86.1	0.0
277	TR	A0A8H6WCK5	S-adenosylmethionine synthase OS=Mycena kentingensis (nom. inval.) OX=1325293 GN=MKEN_01052900 PE=3 SV=1	Mycena kentingensis (nom. inval.)	392	1535	76.3	88.2	0.0
278	TR	A8NEX9	S-adenosylmethionine synthase OS=Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003) OX=240176 GN=CC1G_01221 PE=3 SV=1	Coprinopsis cinerea (strain Okayama-7 / 130 / ATCC MYA-4618 / FGSC 9003)	395	1534	76.3	88.1	0.0
279	TR	K3VVK8	S-adenosylmethionine synthase OS=Fusarium pseudograminearum (strain CS3096) OX=1028729 GN=FPSE_00084 PE=3 SV=1	Fusarium pseudograminearum (strain CS3096)	402	1534	76.6	86.9	0.0
280	TR	R8BVS5	S-adenosylmethionine synthase OS=Phaeoacremonium minimum (strain UCR-PA7) OX=1286976 GN=UCRPA7_1079 PE=3 SV=1	Phaeoacremonium minimum (strain UCR-PA7)	402	1534	76.1	86.6	0.0
281	TR	A0A8H8UKA9	S-adenosylmethionine synthase OS=Lachnellula occidentalis OX=215460 GN=eth-1 PE=3 SV=1	Lachnellula occidentalis	395	1534	75.8	86.8	0.0
282	TR	A0A0G2HWQ1	S-adenosylmethionine synthase OS=Emmonsia crescens UAMH 3008 OX=1247875 GN=EMCG_03089 PE=3 SV=1	Emmonsia crescens UAMH 3008	389	1534	76.6	86.8	0.0
283	TR	I1RA94	S-adenosylmethionine synthase OS=Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1) OX=229533 GN=FG00421.1 PE=3 SV=1	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	402	1534	76.6	86.9	0.0
284	TR	A0AAN6C561	S-adenosylmethionine synthase OS=Fusarium austroamericanum OX=282268 GN=FAUST_3318 PE=3 SV=1	Fusarium austroamericanum	402	1534	76.6	86.9	0.0
285	TR	A0A2K1R0E6	S-adenosylmethionine synthase OS=Sphaceloma murrayae OX=2082308 GN=CAC42_2898 PE=3 SV=1	Sphaceloma murrayae	462	1533	77.0	86.5	0.0
286	TR	A0A1L7X775	S-adenosylmethionine synthase OS=Phialocephala subalpina OX=576137 GN=PAC_10774 PE=3 SV=1	Phialocephala subalpina	401	1533	76.6	86.3	0.0
287	TR	A0A9P4TIF1	S-adenosylmethionine synthase OS=Curvularia kusanoi OX=90978 GN=ETH1 PE=3 SV=1	Curvularia kusanoi	395	1533	77.5	86.5	0.0
288	TR	A0A5C3LBM3	S-adenosylmethionine synthase OS=Coprinopsis marcescibilis OX=230819 GN=FA15DRAFT_631200 PE=3 SV=1	Coprinopsis marcescibilis	395	1533	76.0	88.4	0.0
289	TR	A0A319D4V5	S-adenosylmethionine synthase OS=Aspergillus ellipticus CBS 707.79 OX=1448320 GN=BO71DRAFT_442643 PE=3 SV=1	Aspergillus ellipticus CBS 707.79	389	1533	75.3	87.1	0.0
290	TR	A0A4Y7QCP0	S-adenosylmethionine synthase OS=Rickenella mellea OX=50990 GN=BD410DRAFT_72689 PE=3 SV=1	Rickenella mellea	400	1533	76.2	87.0	0.0
291	TR	A0A7S8DCV9	S-adenosylmethionine synthase OS=Fusarium culmorum OX=5516 GN=HYE67_008355 PE=3 SV=1	Fusarium culmorum	402	1533	76.6	86.6	0.0
292	TR	A0A0D2MSQ2	S-adenosylmethionine synthase OS=Hypholoma sublateritium (strain FD-334 SS-4) OX=945553 GN=HYPSUDRAFT_179813 PE=3 SV=1	Hypholoma sublateritium (strain FD-334 SS-4)	391	1533	76.8	87.3	0.0
293	TR	A0A0H1B8E7	S-adenosylmethionine synthase OS=Blastomyces silverae OX=2060906 GN=EMPG_11001 PE=3 SV=1	Blastomyces silverae	390	1532	75.5	87.1	0.0
294	TR	A0A0J8QKU2	S-adenosylmethionine synthase OS=Coccidioides immitis RMSCC 3703 OX=454286 GN=CISG_09900 PE=3 SV=1	Coccidioides immitis RMSCC 3703	392	1532	77.1	86.8	0.0
295	TR	A0A1J9P765	S-adenosylmethionine synthase OS=Emergomyces pasteurianus Ep9510 OX=1447872 GN=AJ78_07383 PE=3 SV=1	Emergomyces pasteurianus Ep9510	390	1532	76.3	86.3	0.0
296	TR	A0A218Z785	S-adenosylmethionine synthase OS=Diplocarpon coronariae OX=2795749 GN=B2J93_4505 PE=3 SV=1	Diplocarpon coronariae	393	1532	77.2	86.2	0.0
297	TR	S7ZNL9	S-adenosylmethionine synthase OS=Penicillium oxalicum (strain 114-2 / CGMCC 5302) OX=933388 GN=PDE_07230 PE=3 SV=1	Penicillium oxalicum (strain 114-2 / CGMCC 5302)	390	1532	75.8	87.1	0.0
298	TR	R7YPP2	S-adenosylmethionine synthase OS=Coniosporium apollinis (strain CBS 100218) OX=1168221 GN=W97_03100 PE=3 SV=1	Coniosporium apollinis (strain CBS 100218)	393	1532	76.3	86.6	0.0
299	TR	A0AAW0GJM1	S-adenosylmethionine synthase OS=Cerrena zonata OX=2478898 GN=ETH1 PE=3 SV=1	Cerrena zonata	394	1532	76.8	87.1	0.0
300	TR	J3K1C6	S-adenosylmethionine synthase OS=Coccidioides immitis (strain RS) OX=246410 GN=CIMG_08970 PE=3 SV=2	Coccidioides immitis (strain RS)	392	1532	77.1	86.8	0.0
301	TR	A0A8K0X258	S-adenosylmethionine synthase OS=Plectosphaerella cucumerina OX=40658 GN=B0T11DRAFT_115108 PE=3 SV=1	Plectosphaerella cucumerina	396	1532	76.6	87.1	0.0
302	TR	A0AAD7MBS7	S-adenosylmethionine synthase OS=Mycena rosella OX=1033263 GN=B0H17DRAFT_915541 PE=3 SV=1	Mycena rosella	392	1531	76.3	87.6	0.0
303	TR	A0A9W8ZC14	S-adenosylmethionine synthase OS=Didymella pomorum OX=749634 GN=SAM2 PE=3 SV=1	Didymella pomorum	395	1531	77.5	86.0	0.0
304	TR	A0A5M9JG34	S-adenosylmethionine synthase OS=Monilinia fructicola OX=38448 GN=EYC84_010016 PE=3 SV=1	Monilinia fructicola	392	1531	77.1	86.1	0.0
305	TR	A0A6J3LXT4	S-adenosylmethionine synthase OS=Dissoconium aciculare CBS 342.82 OX=1314786 GN=K489DRAFT_411803 PE=3 SV=1	Dissoconium aciculare CBS 342.82	393	1531	75.3	87.4	0.0
306	TR	A0A8H7YWH2	S-adenosylmethionine synthase OS=Ajellomyces capsulatus OX=5037 GN=I7I52_10172 PE=3 SV=1	Ajellomyces capsulatus	390	1531	75.8	86.6	0.0
307	TR	A0A8H6W0Y0	S-adenosylmethionine synthase OS=Mycena indigotica OX=2126181 GN=MIND_01076900 PE=3 SV=1	Mycena indigotica	392	1531	76.1	87.9	0.0
308	TR	K1X5D2	S-adenosylmethionine synthase OS=Marssonina brunnea f. sp. multigermtubi (strain MB_m1) OX=1072389 GN=MBM_05859 PE=3 SV=1	Marssonina brunnea f. sp. multigermtubi (strain MB_m1)	393	1531	76.3	86.6	0.0
309	TR	A0A6A5KQK0	S-adenosylmethionine synthase OS=Decorospora gaudefroyi OX=184978 GN=BDW02DRAFT_565010 PE=3 SV=1	Decorospora gaudefroyi	395	1531	77.1	85.5	0.0
310	TR	F0UAT3	S-adenosylmethionine synthase OS=Ajellomyces capsulatus (strain H88) OX=544711 GN=HCEG_02164 PE=3 SV=1	Ajellomyces capsulatus (strain H88)	390	1531	75.8	86.6	0.0
311	TR	A0AAD7ILP5	S-adenosylmethionine synthase OS=Mycena maculata OX=230809 GN=DFH07DRAFT_834185 PE=3 SV=1	Mycena maculata	392	1531	76.6	87.1	0.0
312	TR	C0NJ74	S-adenosylmethionine synthase OS=Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432) OX=447093 GN=HCBG_03204 PE=3 SV=1	Ajellomyces capsulatus (strain G186AR / H82 / ATCC MYA-2454 / RMSCC 2432)	390	1531	75.8	86.6	0.0
313	TR	A0AAN6NXP3	S-adenosylmethionine synthase OS=Pseudoneurospora amorphoporcata OX=241081 GN=QBC32DRAFT_101133 PE=3 SV=1	Pseudoneurospora amorphoporcata	395	1531	76.9	86.6	0.0
314	TR	A0A6A6ZKZ6	S-adenosylmethionine synthase OS=Ophiobolus disseminans OX=1469910 GN=CC86DRAFT_410854 PE=3 SV=1	Ophiobolus disseminans	395	1531	76.7	86.5	0.0
315	TR	A0A0J0XP96	S-adenosylmethionine synthase OS=Cutaneotrichosporon oleaginosum OX=879819 GN=CC85DRAFT_72570 PE=3 SV=1	Cutaneotrichosporon oleaginosum	396	1531	76.9	87.4	0.0
316	TR	A0A6A6WYZ0	S-adenosylmethionine synthase OS=Melanomma pulvis-pyrius CBS 109.77 OX=1314802 GN=K505DRAFT_328302 PE=3 SV=1	Melanomma pulvis-pyrius CBS 109.77	395	1531	76.8	85.5	0.0
317	TR	A0A2V1CM22	S-adenosylmethionine synthase OS=Cadophora sp. DSE1049 OX=1485229 GN=DL98DRAFT_408222 PE=3 SV=1	Cadophora sp. DSE1049	392	1531	76.6	86.6	0.0
318	TR	A0A1Y2J4P5	S-adenosylmethionine synthase OS=Trametes coccinea (strain BRFM310) OX=1353009 GN=PYCCODRAFT_1356704 PE=3 SV=1	Trametes coccinea (strain BRFM310)	396	1531	75.5	87.4	0.0
319	TR	A0A9P6ZKW1	S-adenosylmethionine synthase OS=Suillus placidus OX=48579 GN=EV702DRAFT_1139297 PE=3 SV=1	Suillus placidus	392	1530	76.5	87.9	0.0
320	TR	A0A9P5D1M1	S-adenosylmethionine synthase OS=Geosmithia morbida OX=1094350 GN=GMORB2_5784 PE=3 SV=1	Geosmithia morbida	388	1530	76.5	87.2	0.0
321	TR	M3BY29	S-adenosylmethionine synthase OS=Sphaerulina musiva (strain SO2202) OX=692275 GN=SEPMUDRAFT_66528 PE=3 SV=1	Sphaerulina musiva (strain SO2202)	394	1530	74.7	86.6	0.0
322	TR	A0A8H7T4T9	S-adenosylmethionine synthase OS=Cadophora malorum OX=108018 GN=ETH1 PE=3 SV=1	Cadophora malorum	392	1530	76.7	86.8	0.0
323	TR	A0A2B7Z9G8	S-adenosylmethionine synthase OS=Emmonsia crescens OX=73230 GN=GX50_04066 PE=3 SV=1	Emmonsia crescens	389	1530	76.3	86.6	0.0
324	TR	A0AAJ0MP22	S-adenosylmethionine synthase OS=Neurospora hispaniola OX=588809 GN=B0T23DRAFT_320536 PE=3 SV=1	Neurospora hispaniola	395	1530	77.2	86.1	0.0
325	TR	A0A2T3B3H0	S-adenosylmethionine synthase OS=Amorphotheca resinae ATCC 22711 OX=857342 GN=M430DRAFT_41538 PE=3 SV=1	Amorphotheca resinae ATCC 22711	394	1530	75.5	87.1	0.0
326	TR	A0A8H5G595	S-adenosylmethionine synthase OS=Leucoagaricus leucothites OX=201217 GN=D9756_001300 PE=3 SV=1	Leucoagaricus leucothites	393	1530	76.0	86.8	0.0
327	TR	A0A9P8V8W2	S-adenosylmethionine synthase OS=Plectosphaerella plurivora OX=936078 GN=F5X68DRAFT_223379 PE=3 SV=1	Plectosphaerella plurivora	396	1530	76.1	86.9	0.0
328	TR	A0AAF0IMD9	S-adenosylmethionine synthase OS=Emydomyces testavorans OX=2070801 GN=SAM2 PE=3 SV=1	Emydomyces testavorans	392	1530	76.3	87.1	0.0
329	TR	F8N0R8	S-adenosylmethionine synthase OS=Neurospora tetrasperma (strain FGSC 2508 / ATCC MYA-4615 / P0657) OX=510951 GN=NEUTE1DRAFT_73194 PE=3 SV=1	Neurospora tetrasperma (strain FGSC 2508 / ATCC MYA-4615 / P0657)	395	1530	77.2	86.1	0.0
330	TR	A0A395RMB4	S-adenosylmethionine synthase OS=Fusarium sporotrichioides OX=5514 GN=FSPOR_10210 PE=3 SV=1	Fusarium sporotrichioides	402	1530	76.4	86.6	0.0
331	TR	F7W1H4	S-adenosylmethionine synthase OS=Sordaria macrospora (strain ATCC MYA-333 / DSM 997 / K(L3346) / K-hell) OX=771870 GN=SMAC_04316 PE=3 SV=1	Sordaria macrospora (strain ATCC MYA-333 / DSM 997 / K(L3346) / K-hell)	395	1530	76.9	86.4	0.0
332	TR	A0A9P9TVT7	S-adenosylmethionine synthase OS=Sordaria sp. MPI-SDFR-AT-0083 OX=2830617 GN=B0T09DRAFT_44335 PE=3 SV=1	Sordaria sp. MPI-SDFR-AT-0083	395	1530	76.9	86.4	0.0
333	TR	A0AAN6I8C4	S-adenosylmethionine synthase OS=Pichia angusta OX=870730 GN=KL928_000529 PE=3 SV=1	Pichia angusta	395	1530	79.2	88.0	0.0
334	TR	A0A8S8ZY57	S-adenosylmethionine synthase OS=Sordaria macrospora OX=5147 GN=SMACR_04316 PE=3 SV=1	Sordaria macrospora	395	1530	76.9	86.4	0.0
335	SP	P48466	S-adenosylmethionine synthase OS=Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987) OX=367110 GN=eth-1 PE=1 SV=1	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	395	1530	77.2	86.1	0.0
336	TR	F2TBS6	S-adenosylmethionine synthase OS=Ajellomyces dermatitidis (strain ATCC 18188 / CBS 674.68) OX=653446 GN=BDDG_03630 PE=3 SV=1	Ajellomyces dermatitidis (strain ATCC 18188 / CBS 674.68)	390	1529	75.5	86.8	0.0
337	TR	A0A6A6FCX4	S-adenosylmethionine synthase OS=Cercospora zeae-maydis SCOH1-5 OX=717836 GN=CERZMDRAFT_106486 PE=3 SV=1	Cercospora zeae-maydis SCOH1-5	393	1529	74.7	86.8	0.0
338	TR	A0A8H6IE28	S-adenosylmethionine synthase OS=Tulosesus angulatus OX=980116 GN=DFP72DRAFT_873683 PE=3 SV=1	Tulosesus angulatus	392	1529	76.0	87.9	0.0
339	TR	A0A3N4M5Z3	S-adenosylmethionine synthase OS=Terfezia boudieri ATCC MYA-4762 OX=1051890 GN=L211DRAFT_833428 PE=3 SV=1	Terfezia boudieri ATCC MYA-4762	383	1529	77.0	86.5	0.0
340	TR	A0A409YAG5	S-adenosylmethionine synthase OS=Gymnopilus dilepis OX=231916 GN=CVT26_009270 PE=3 SV=1	Gymnopilus dilepis	393	1529	76.0	87.9	0.0
341	TR	A0A6A6GQG8	S-adenosylmethionine synthase OS=Elsinoe ampelina OX=302913 GN=BDZ85DRAFT_10633 PE=3 SV=1	Elsinoe ampelina	394	1529	77.0	86.2	0.0
342	TR	C4JQQ3	S-adenosylmethionine synthase OS=Uncinocarpus reesii (strain UAMH 1704) OX=336963 GN=UREG_03398 PE=3 SV=1	Uncinocarpus reesii (strain UAMH 1704)	392	1529	76.8	87.1	0.0
343	TR	A0AAE0PAX9	S-adenosylmethionine synthase OS=Sordaria brevicollis OX=83679 GN=B0T20DRAFT_271531 PE=3 SV=1	Sordaria brevicollis	396	1529	76.9	86.4	0.0
344	TR	A0A7R8AQP0	S-adenosylmethionine synthase OS=Aspergillus puulaauensis OX=1220207 GN=SAM2 PE=3 SV=1	Aspergillus puulaauensis	389	1529	75.5	86.8	0.0
345	TR	A0A1J9Q7Y9	S-adenosylmethionine synthase OS=Blastomyces percursus OX=1658174 GN=ACJ73_03998 PE=3 SV=1	Blastomyces percursus	390	1529	75.8	86.8	0.0
346	TR	A0A9P9AWD0	S-adenosylmethionine synthase OS=Thelonectria olida OX=1576542 GN=B0T10DRAFT_555872 PE=3 SV=1	Thelonectria olida	406	1529	75.9	86.6	0.0
347	TR	A0A8H5FB86	S-adenosylmethionine synthase OS=Psilocybe cf. subviscida OX=2480587 GN=D9619_005398 PE=3 SV=1	Psilocybe cf. subviscida	391	1529	76.5	87.3	0.0
348	TR	A0A179V1P5	S-adenosylmethionine synthase OS=Blastomyces gilchristii (strain SLH14081) OX=559298 GN=BDBG_09319 PE=3 SV=1	Blastomyces gilchristii (strain SLH14081)	390	1529	75.5	86.8	0.0
349	TR	A0A395SPH5	S-adenosylmethionine synthase OS=Fusarium longipes OX=694270 GN=FLONG3_6133 PE=3 SV=1	Fusarium longipes	402	1529	76.1	86.6	0.0
350	TR	A0A9W8X2D1	S-adenosylmethionine synthase OS=Didymella glomerata OX=749621 GN=SAM2 PE=3 SV=1	Didymella glomerata	395	1528	77.8	85.7	0.0
351	TR	A0A507QHS7	S-adenosylmethionine synthase OS=Monascus purpureus OX=5098 GN=ETH1 PE=3 SV=1	Monascus purpureus	386	1528	76.7	86.8	0.0
352	TR	A0A6A6TQV7	S-adenosylmethionine synthase OS=Lophiostoma macrostomum CBS 122681 OX=1314788 GN=K491DRAFT_700843 PE=3 SV=1	Lophiostoma macrostomum CBS 122681	395	1528	77.0	86.5	0.0
353	TR	A0A5C3QQW5	S-adenosylmethionine synthase OS=Pterulicium gracile OX=1884261 GN=BDV98DRAFT_565045 PE=3 SV=1	Pterulicium gracile	396	1528	76.3	88.1	0.0
354	TR	A0A8H6TVR5	S-adenosylmethionine synthase OS=Mycena chlorophos OX=658473 GN=HMN09_00041500 PE=3 SV=1	Mycena chlorophos	392	1528	76.3	88.1	0.0
355	TR	A0AAN9UIM7	S-adenosylmethionine synthase OS=Cytospora paraplurivora OX=2898453 GN=SAM2 PE=3 SV=1	Cytospora paraplurivora	395	1528	76.6	87.1	0.0
356	TR	G0S098	S-adenosylmethionine synthase OS=Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) OX=759272 GN=CTHT_0009260 PE=3 SV=1	Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719)	399	1528	76.6	86.6	0.0
